"";"CTR1_24h";"CTR2_24h";"CTR3_24h";"CTR4_24h";"EV1_24h";"EV2_24h";"EV3_24h";"EV4_24h"
"ENSG00000179743|SPEN-AS1";67;56;32;32;54;21;23;52
"ENSG00000065526|SPEN";1665;1706;1368;1368;1227;1244;1076;1411
"ENSG00000142632|ARHGEF19";384;307;333;255;217;242;235;245
"ENSG00000234166|ARHGEF19-AS1";1;0;1;1;0;0;0;1
"ENSG00000142627|EPHA2";2069;1673;1494;1197;1046;936;855;843
"ENSG00000227959|EPHA2-AS1";15;7;0;15;10;0;2;0
"ENSG00000055070|SZRD1";6520;6421;5479;4690;4855;5226;4545;5418
"ENSG00000226457|RPL22P3";0;0;0;0;0;3;0;0
"ENSG00000187144|SPATA21";4;10;7;5;7;6;3;5
"ENSG00000288398";336;512;360;324;413;448;392;420
"ENSG00000132881|CPLANE2";237;343;192;182;186;299;214;268
"ENSG00000233929|MT1XP1";0;4;0;0;2;7;4;0
"ENSG00000037637|FBXO42";1617;1884;1621;1460;1627;1780;1590;1811
"ENSG00000280114";0;0;0;0;0;0;2;0
"ENSG00000290849";0;0;0;0;0;0;0;0
"ENSG00000279151";0;0;0;0;0;0;0;0
"ENSG00000293526";0;0;0;0;0;0;0;0
"ENSG00000236698|EIF1AXP1";29;20;14;19;12;21;15;17
"ENSG00000268869|ESPNP";0;0;8;0;0;0;0;0
"ENSG00000282740";0;0;2;0;3;0;0;0
"ENSG00000227684|CROCCP4";0;1;2;0;0;0;1;0
"ENSG00000186715|MST1L";0;3;0;23;0;29;0;0
"ENSG00000290851";8;53;52;13;86;3;32;23
"ENSG00000223643";0;0;0;0;0;0;0;0
"ENSG00000230239|PDE4DIPP9";0;0;0;0;0;0;6;0
"ENSG00000263811|MIR3675";0;0;0;0;0;0;0;0
"ENSG00000228549";13;9;10;9;0;14;11;8
"ENSG00000277234|RNU1-5P";0;0;0;0;0;0;0;0
"ENSG00000238142";62;92;80;58;152;117;71;111
"ENSG00000235241";0;0;0;0;0;0;0;0
"ENSG00000290122";3;5;0;3;2;0;0;4
"ENSG00000058453|CROCC";809;892;678;763;776;857;690;989
"ENSG00000290850";0;2;6;0;4;9;0;3
"ENSG00000207389|RNU1-4";19;9;9;7;8;4;7;9
"ENSG00000207005|RNU1-2";12;17;8;6;4;13;5;7
"ENSG00000272426";0;10;2;3;0;2;2;3
"ENSG00000157191|NECAP2";4597;5236;4292;3474;3697;3870;3722;4010
"ENSG00000285853";0;0;0;0;0;0;0;0
"ENSG00000224174";0;0;0;0;4;0;0;0
"ENSG00000277344|RNU1-6P";0;0;0;0;0;0;0;0
"ENSG00000225710|PDE4DIPP8";0;0;0;0;0;0;0;0
"ENSG00000271732";0;0;0;0;0;0;0;3
"ENSG00000282143";0;0;1;0;3;0;0;0
"ENSG00000226029|LINC01772";28;39;19;23;39;37;30;33
"ENSG00000290842|CROCCP3";307;251;202;204;189;222;150;180
"ENSG00000080947|CROCCP3";9;42;11;4;6;10;18;3
"ENSG00000206652|RNU1-1";44;20;31;17;22;13;21;19
"ENSG00000261135";10;10;1;10;7;12;3;7
"ENSG00000233421|LINC01783";14;15;9;3;0;8;7;0
"ENSG00000219481|NBPF1";3925;3848;3378;3063;3460;3419;2665;3811
"ENSG00000291072";590;655;503;476;593;621;439;528
"ENSG00000215908|CROCCP2";55;78;24;28;47;42;21;71
"ENSG00000283773";1;1;1;1;1;1;1;1
"ENSG00000186301|MST1P2";40;80;89;51;129;78;55;73
"ENSG00000207513|RNU1-3";19;10;9;8;8;4;8;9
"ENSG00000282843";0;0;0;0;0;0;0;0
"ENSG00000204362|LINC02783";95;106;74;57;98;53;44;42
"ENSG00000286898";0;0;0;0;0;0;0;4
"ENSG00000226526";0;0;0;0;0;5;0;4
"ENSG00000159363|ATP13A2";1061;962;808;655;598;605;542;684
"ENSG00000117122|MFAP2";1549;1961;1775;1713;2313;2898;2670;2947
"ENSG00000288636";0;0;1;0;0;1;0;0
"ENSG00000142623|PADI1";14;12;27;0;24;0;6;17
"ENSG00000117118|SDHB";2808;2639;2309;2164;2022;2331;2000;2494
"ENSG00000227751|RCC2-AS1";0;0;0;0;0;0;0;0
"ENSG00000179051|RCC2";3793;3211;2816;2634;2634;2569;2192;2567
"ENSG00000290096";0;3;0;0;2;1;0;2
"ENSG00000159423|ALDH4A1";504;692;528;494;478;549;465;684
"ENSG00000265606|MIR4695";1;0;0;0;0;0;0;0
"ENSG00000221662|MIR1290";0;0;0;0;0;0;0;0
"ENSG00000074964|ARHGEF10L";1465;1628;1406;1384;1362;1581;1321;1593
"ENSG00000169991|IFFO2";909;881;845;650;651;607;620;771
"ENSG00000127481|UBR4";13081;11460;10309;10673;10115;8324;7609;9124
"ENSG00000272084";22;55;54;40;24;28;12;39
"ENSG00000211454|AKR7L";0;0;7;6;13;6;0;20
"ENSG00000270728";0;0;0;0;0;0;0;0
"ENSG00000053371|AKR7A2";2049;2265;1841;1614;1900;2079;2053;2236
"ENSG00000162482|AKR7A3";36;16;24;29;24;5;22;23
"ENSG00000200403|RNU6-1099P";0;2;0;3;3;0;2;1
"ENSG00000040487|SLC66A1";528;490;532;377;469;519;417;542
"ENSG00000127463|EMC1";6426;5993;5493;4701;4994;4875;4125;4878
"ENSG00000230424|EMC1-AS1";12;9;0;6;12;8;2;10
"ENSG00000053372|MRTO4";1881;1528;1376;1329;1203;1047;986;1295
"ENSG00000286064";0;0;0;0;0;0;0;0
"ENSG00000158748|HTR6";0;0;0;0;0;0;0;0
"ENSG00000188257|PLA2G2A";0;0;0;0;0;0;0;0
"ENSG00000284641";0;0;0;0;0;0;0;0
"ENSG00000284743";6;5;0;0;0;0;8;0
"ENSG00000169914|OTUD3";1119;1150;945;946;952;696;681;721
"ENSG00000162542|TMCO4";2183;1891;1845;1557;1770;1792;1618;1944
"ENSG00000077549|CAPZB";2258;2303;1746;1696;1699;1777;1459;1965
"ENSG00000240490|RN7SL277P";0;1;0;0;0;0;0;0
"ENSG00000173436|MICOS10";732;686;566;541;637;670;602;633
"ENSG00000201609|RNU4-28P";0;0;0;2;0;0;0;0
"ENSG00000235185|MICOS10-DT";0;0;0;0;0;0;0;0
"ENSG00000158747|NBL1";4700;3681;3659;3102;4371;4197;4753;4916
"ENSG00000270136|MICOS10-NBL1";0;26;4;2;0;0;0;0
"ENSG00000226396";13;7;2;0;22;6;1;0
"ENSG00000090432|MUL1";1472;1369;1226;1247;1261;1287;1095;1406
"ENSG00000162545|CAMK2N1";5878;6656;6100;5450;4855;5780;4552;5115
"ENSG00000117245|KIF17";203;293;216;147;99;221;143;142
"ENSG00000235432";0;1;0;0;0;0;0;0
"ENSG00000189410|SH2D5";846;839;746;758;443;458;386;485
"ENSG00000233069";0;0;0;0;0;0;0;0
"ENSG00000244038|DDOST";12502;13754;11577;10144;12641;14008;12765;14266
"ENSG00000158828|PINK1";4080;4607;3871;3241;3313;3940;3134;4187
"ENSG00000284005|MIR6084";1;1;1;1;1;1;1;1
"ENSG00000117242|PINK1-AS";907;1437;927;1177;1480;1410;1524;1623
"ENSG00000127483|HP1BP3";18910;17303;16032;14417;14334;13258;11194;13537
"ENSG00000075151|EIF4G3";8666;9392;8690;7428;7656;7409;6669;7991
"ENSG00000251914|RNU7-200P";0;0;0;0;0;0;0;0
"ENSG00000221808|MIR1256";0;0;2;1;0;0;0;2
"ENSG00000233072|RPS15AP6";3;3;4;5;1;2;1;0
"ENSG00000235112|HSPE1P27";0;0;0;0;0;0;0;0
"ENSG00000236073";2;8;1;0;3;1;0;0
"ENSG00000287192";3;6;6;16;5;12;2;11
"ENSG00000227001|NBPF2P";50;80;59;57;73;77;71;75
"ENSG00000187952|HS6ST1P1";101;118;114;77;76;78;95;79
"ENSG00000236936";0;0;0;0;9;10;0;0
"ENSG00000231105|ECE1-AS1";0;7;0;11;5;0;0;8
"ENSG00000117298|ECE1";9657;8375;7471;6949;8163;8051;8128;9195
"ENSG00000162551|ALPL";13;6;17;0;9;13;0;0
"ENSG00000289715";0;0;0;0;0;0;0;0
"ENSG00000142794|NBPF3";1934;1928;1672;1660;1826;1916;1677;2039
"ENSG00000176378|PFN1P10";0;0;0;0;0;0;0;0
"ENSG00000090686|USP48";2723;2368;2116;2007;2111;2142;1961;2377
"ENSG00000231978";0;0;0;0;0;0;0;0
"ENSG00000142798|HSPG2";31900;31930;27642;26497;23784;21920;20708;23554
"ENSG00000232037|RPL21P29";2;0;0;0;0;0;0;0
"ENSG00000187942|LDLRAD2";13;16;6;15;0;21;10;16
"ENSG00000162552|WNT4";0;0;0;0;0;0;0;0
"ENSG00000285873";0;0;0;0;0;0;0;0
"ENSG00000227868|TEX46";0;0;0;0;0;0;0;0
"ENSG00000184677|ZBTB40";2092;2134;1897;1746;2244;2060;1948;2284
"ENSG00000237200|ZBTB40-IT1";5;14;2;4;10;5;9;3
"ENSG00000133216|EPHB2";81;50;45;48;86;65;31;51
"ENSG00000265422|MIR4684";0;0;0;0;0;0;0;0
"ENSG00000225952";0;0;0;0;0;0;0;0
"ENSG00000264014|MIR4253";0;0;0;0;0;0;0;0
"ENSG00000219073|CELA3B";0;0;0;0;0;0;0;0
"ENSG00000273610|RN7SL386P";0;0;0;0;0;0;0;0
"ENSG00000201919|RNU6-1022P";0;0;0;0;0;0;0;0
"ENSG00000142789|CELA3A";0;0;0;0;0;0;0;0
"ENSG00000285959";1;1;1;1;1;1;1;1
"ENSG00000278124|RN7SL186P";0;0;0;0;0;0;0;0
"ENSG00000201273|RNU6-776P";0;0;0;0;0;0;0;0
"ENSG00000228397|LINC01635";6;10;9;0;7;12;15;5
"ENSG00000218510|LINC00339";377;461;433;375;426;412;329;393
"ENSG00000289694";1;6;12;6;1;1;1;11
"ENSG00000285752|CDC42-AS1";0;26;0;9;0;14;13;0
"ENSG00000070831|CDC42";20742;20798;18467;16521;16732;17232;14171;16519
"ENSG00000271428|MPHOSPH6P1";0;0;0;0;0;0;0;0
"ENSG00000285794";14;2;7;5;7;1;1;1
"ENSG00000230068|CDC42-IT1";13;8;16;8;16;3;9;6
"ENSG00000179546|HTR1D";0;9;0;0;0;0;0;14
"ENSG00000261326|LINC01355";345;248;204;193;188;163;91;133
"ENSG00000284726";0;0;0;0;0;0;0;0
"ENSG00000125944|HNRNPR";7495;6327;5713;4955;4844;4432;3937;4333
"ENSG00000004487|KDM1A";5846;5402;5110;4600;5248;5492;4736;5665
"ENSG00000263793|MIR3115";0;2;0;0;0;0;0;1
"ENSG00000266802";0;0;0;0;0;0;0;0
"ENSG00000169641|LUZP1";3389;3502;3036;2987;2783;2578;2214;2836
"ENSG00000229010";0;0;0;0;0;0;0;0
"ENSG00000206935|RNU6-514P";0;0;0;0;0;0;0;0
"ENSG00000252578|RNU6-135P";0;0;0;0;0;0;0;0
"ENSG00000240553";7;3;5;2;4;3;2;1
"ENSG00000289014";0;11;4;0;3;2;16;8
"ENSG00000007968|E2F2";504;225;221;185;115;60;73;44
"ENSG00000125945|ZNF436";1216;1411;1189;1153;2134;1848;1780;1981
"ENSG00000249087|ZNF436-AS1";156;125;106;129;142;159;156;139
"ENSG00000204219|TCEA3";396;465;407;335;526;687;556;706
"ENSG00000232482";0;0;0;0;0;0;0;0
"ENSG00000088280|ASAP3";1270;1591;1384;1253;1957;2124;2144;2507
"ENSG00000201405|Y_RNA";1;1;1;1;1;1;1;1
"ENSG00000271420";6;9;0;2;8;6;3;0
"ENSG00000229239|EEF1A1P48";0;0;0;0;0;0;0;0
"ENSG00000197880|MDS2";0;0;0;0;0;0;0;0
"ENSG00000285802";0;12;0;0;3;0;0;0
"ENSG00000117318|ID3";4476;4920;3735;2790;1697;1229;1330;1112
"ENSG00000142676|RPL11";16754;17584;15714;13456;18270;20061;16881;20274
"ENSG00000289835";0;0;0;0;0;0;0;0
"ENSG00000011009|LYPLA2";926;859;803;677;782;745;681;843
"ENSG00000117308|GALE";867;775;651;488;509;430;423;504
"ENSG00000236810|ELOA-AS1";25;31;33;12;60;44;28;46
"ENSG00000011007|ELOA";4564;4351;4026;3628;3839;3726;3414;4048
"ENSG00000057757|PITHD1";2577;2409;2112;1808;2049;2105;1815;2328
"ENSG00000117305|HMGCL";1286;1436;1384;982;1455;1486;1375;1625
"ENSG00000179163|FUCA1";1386;1803;1900;1562;2263;2666;2117;2562
"ENSG00000225315";0;0;0;0;0;0;0;0
"ENSG00000142661|MYOM3";0;0;0;0;0;0;0;0
"ENSG00000230703|MYOM3-AS1";0;0;0;0;0;0;0;0
"ENSG00000189266|PNRC2";6747;6128;5566;4990;5420;5016;4418;5406
"ENSG00000188529|SRSF10";7562;6557;6463;5540;5548;5207;4407;5358
"ENSG00000286061|RCAN3AS";0;0;0;0;0;4;0;0
"ENSG00000117602|RCAN3";1813;1820;1528;1514;1167;1096;1180;1206
"ENSG00000264443|NCMAP-DT";0;2;0;0;0;0;0;0
"ENSG00000158055|GRHL3";0;0;0;0;0;0;0;0
"ENSG00000230023|LINC02800";0;0;0;0;0;0;0;0
"ENSG00000232298|GRHL3-AS1";0;0;0;0;0;0;0;0
"ENSG00000001460|STPG1";538;378;324;396;342;290;223;325
"ENSG00000001461|NIPAL3";7108;6742;5752;6065;5589;5982;5333;6872
"ENSG00000288982";34;12;21;20;22;30;5;25
"ENSG00000133226|SRRM1";2155;1534;1211;1570;1195;1309;1070;1504
"ENSG00000020633|RUNX3";26;54;42;29;58;50;52;41
"ENSG00000278034|MIR6731";0;0;0;0;0;0;0;0
"ENSG00000229162|RUNX3-AS1";0;0;0;0;0;0;0;0
"ENSG00000284602";69;45;28;53;99;47;31;64
"ENSG00000284657";5;13;25;5;12;16;5;5
"ENSG00000117614|SYF2";2030;2382;2011;1639;2665;3005;2388;3157
"ENSG00000169504|CLIC4";73491;74082;70372;62443;61125;61507;53001;61999
"ENSG00000238482|RNU6-1208P";0;0;0;0;0;0;0;0
"ENSG00000204178|MACO1";2048;2264;2179;1790;2200;2286;1999;2588
"ENSG00000157978|LDLRAP1";1650;1725;1553;1311;1522;1753;1450;1671
"ENSG00000225643";9;4;4;4;0;0;6;9
"ENSG00000117616|RSRP1";6726;8015;6500;5238;6723;6188;4395;6388
"ENSG00000272432";1;7;0;0;0;0;3;0
"ENSG00000187010|RHD";0;0;0;0;0;0;0;0
"ENSG00000259984";0;0;4;5;0;0;4;0
"ENSG00000183726|TMEM50A";6234;6606;6080;5282;5284;5355;4861;5433
"ENSG00000188672|RHCE";16;33;28;32;39;22;17;21
"ENSG00000238084";4;1;4;0;9;3;4;2
"ENSG00000261349";10;25;15;17;22;14;11;12
"ENSG00000224183|SDHDP6";13;8;10;9;22;12;11;15
"ENSG00000233478";0;0;0;0;0;0;0;0
"ENSG00000117643|MAN1C1";456;570;456;491;679;882;784;1012
"ENSG00000236528";6;3;5;15;8;12;0;4
"ENSG00000182749|PAQR7";1023;1139;1038;1013;1112;1322;1122;1487
"ENSG00000255054";0;1;1;4;5;2;1;1
"ENSG00000117640|MTFR1L";3130;3121;2897;2509;3137;3295;2750;3416
"ENSG00000162430|SELENON";2672;2377;2266;1941;1927;1897;1890;2046
"ENSG00000228172";28;45;43;30;26;32;21;31
"ENSG00000272478";0;0;2;0;1;1;0;0
"ENSG00000127423|AUNIP";301;145;174;162;53;53;55;27
"ENSG00000158008|EXTL1";0;23;26;8;31;27;41;52
"ENSG00000229786|SNRPFP2";0;0;0;0;0;0;0;0
"ENSG00000223624";0;0;0;0;0;0;0;0
"ENSG00000117632|STMN1";18220;10005;10675;10231;6830;4884;5943;6223
"ENSG00000283938|MIR3917";1;1;1;1;1;1;1;1
"ENSG00000158006|PAFAH2";981;955;878;766;761;789;722;976
"ENSG00000207237|RNU6-110P";0;0;0;0;0;0;0;0
"ENSG00000175087|PDIK1L";482;417;463;385;385;562;467;504
"ENSG00000236782|ZNF593OS";0;0;0;0;0;0;0;0
"ENSG00000142684|ZNF593";236;417;247;260;276;226;241;336
"ENSG00000130695|CEP85";1516;793;894;772;632;414;589;456
"ENSG00000270733";0;0;0;0;0;0;0;0
"ENSG00000158062|UBXN11";231;226;221;177;228;197;142;97
"ENSG00000169442|CD52";0;6;0;4;3;0;5;8
"ENSG00000142669|SH3BGRL3";5534;4254;3689;3562;2745;2909;2787;3394
"ENSG00000117676|RPS6KA1";133;79;91;95;97;92;72;80
"ENSG00000238705|MIR1976";0;0;0;0;0;0;0;0
"ENSG00000175793|SFN";0;0;0;3;3;0;3;0
"ENSG00000060642|PIGV";1170;1437;1079;1064;1423;1440;1269;1591
"ENSG00000117682|DHDDS";1727;1473;1276;1318;1155;1210;975;1199
"ENSG00000225891|DHDDS-AS1";3;9;10;5;1;0;20;4
"ENSG00000198830|HMGN2";12865;9157;8959;8202;6478;5761;5273;6156
"ENSG00000223583|RPL17P9";0;0;6;0;5;0;0;0
"ENSG00000204160|ZDHHC18";1202;1013;963;781;824;794;655;784
"ENSG00000290006";0;0;3;1;0;2;0;0
"ENSG00000117713|ARID1A";2266;1831;1507;1589;1286;1111;1173;1319
"ENSG00000260063";67;47;54;36;21;14;24;19
"ENSG00000142751|GPN2";1164;1352;1135;960;1264;1256;1114;1455
"ENSG00000198746|GPATCH3";257;247;233;215;232;289;229;299
"ENSG00000090273|NUDC";1779;1328;928;912;886;906;802;1182
"ENSG00000131910|NR0B2";0;0;0;0;0;0;0;0
"ENSG00000226698";1;1;0;0;0;0;0;0
"ENSG00000289554";99;90;65;56;62;46;53;70
"ENSG00000158246|TENT5B";134;112;137;91;60;83;88;118
"ENSG00000225159|NPM1P39";0;4;0;0;4;0;6;6
"ENSG00000253368|TRNP1";6378;5297;4308;4053;3265;3543;3138;3852
"ENSG00000090020|SLC9A1";470;363;289;329;237;292;272;317
"ENSG00000243659";4;0;0;5;0;3;0;0
"ENSG00000186501|TMEM222";846;1061;843;711;867;853;817;1065
"ENSG00000206888|RNU6-48P";4;5;2;8;0;6;0;3
"ENSG00000241547|ACTG1P20";17;22;16;11;7;5;10;6
"ENSG00000252098|Y_RNA";0;0;0;0;0;0;0;0
"ENSG00000142784|WDTC1";1982;1864;1735;1699;1740;1919;1846;2248
"ENSG00000231207";0;0;0;0;0;0;0;0
"ENSG00000181773|GPR3";75;37;43;23;18;0;15;6
"ENSG00000142765|SYTL1";0;11;0;0;3;4;0;0
"ENSG00000142733|MAP3K6";1670;1404;1294;1156;1192;1078;1062;1070
"ENSG00000235912";4;0;0;6;1;0;0;7
"ENSG00000000938|FGR";0;0;0;0;0;4;18;0
"ENSG00000241169";0;0;0;0;0;0;0;0
"ENSG00000158195|WASF2";2859;2222;1901;2085;1812;1978;1732;2376
"ENSG00000126705|AHDC1";852;670;616;584;547;521;540;708
"ENSG00000233975|LINC02574";0;0;0;15;0;28;0;0
"ENSG00000126709|IFI6";261;331;364;225;273;503;283;527
"ENSG00000225886";0;0;0;0;0;0;0;0
"ENSG00000206767|RNU6-949P";0;0;0;0;0;0;0;0
"ENSG00000226662|CHMP1AP1";0;0;0;0;0;0;0;0
"ENSG00000207095|RNU6-424P";0;0;0;0;0;0;0;0
"ENSG00000009780|FAM76A";817;944;887;672;797;966;637;861
"ENSG00000231344";12;0;12;12;3;0;0;0
"ENSG00000230833|RPEP3";6;7;1;2;0;0;0;3
"ENSG00000117758|STX12";5113;5774;5144;4405;4321;4742;4036;4630
"ENSG00000269971";1;8;7;11;2;6;6;8
"ENSG00000270031";6;3;7;21;8;29;4;0
"ENSG00000130775|THEMIS2";72;19;15;6;9;6;30;18
"ENSG00000286433";0;0;0;0;0;5;5;0
"ENSG00000117751|PPP1R8";2917;2668;2264;2248;2497;2436;2369;2638
"ENSG00000252947|SCARNA1";7;13;0;2;6;11;1;0
"ENSG00000117748|RPA2";1936;1394;1233;1185;1014;1130;893;1083
"ENSG00000130768|SMPDL3B";0;0;0;0;0;0;0;0
"ENSG00000227050";3;0;0;0;0;0;0;0
"ENSG00000158156|XKR8";693;744;561;413;492;471;451;585
"ENSG00000228589|SPCS2P4";84;74;58;50;59;43;67;68
"ENSG00000158161|EYA3";1517;1331;1194;1116;1120;964;972;968
"ENSG00000238231";11;0;0;11;1;0;3;0
"ENSG00000240750|RN7SL559P";3;7;5;8;0;1;0;2
"ENSG00000126698|DNAJC8";4327;4610;3861;3399;3645;3650;3185;3755
"ENSG00000290123";5;0;4;0;0;0;0;0
"ENSG00000130770|ATP5IF1";1691;1814;1568;1176;1621;1746;1197;1614
"ENSG00000270605";26;51;18;26;34;39;54;44
"ENSG00000130772|MED18";558;587;425;527;489;506;503;646
"ENSG00000130766|SESN2";1538;2039;1445;1312;1645;1703;1422;1759
"ENSG00000204138|PHACTR4";1132;898;817;779;788;703;760;848
"ENSG00000206779|Y_RNA";0;0;0;0;0;0;0;0
"ENSG00000229820|DNAJC8P4";0;2;0;0;1;2;0;0
"ENSG00000221216|RNU6ATAC27P";0;3;0;0;0;0;0;0
"ENSG00000279443";27;18;17;27;11;10;25;29
"ENSG00000180198|RCC1";1720;1236;1197;1076;1103;1200;940;1264
"ENSG00000231468|PRDX3P2";0;0;0;0;0;0;0;0
"ENSG00000242125|SNHG3";3721;3387;2534;2285;2129;1838;1507;1806
"ENSG00000274266|SNORA73A";266;397;151;263;337;439;522;553
"ENSG00000200087|SNORA73B";428;466;374;313;410;374;328;475
"ENSG00000180098|TRNAU1AP";999;1060;1026;919;874;771;675;713
"ENSG00000197989|SNHG12";806;713;616;572;621;613;375;592
"ENSG00000221539|SNORD99";11;9;3;9;1;6;4;2
"ENSG00000278274|SNORA61";1;1;1;1;1;1;1;1
"ENSG00000273544|SNORA44";0;1;0;1;1;0;1;1
"ENSG00000280498|SNORA16A";1;1;1;1;1;1;1;1
"ENSG00000274582|SNORA16A";1;1;1;1;1;1;1;1
"ENSG00000120656|TAF12";971;1284;1181;975;1315;1412;1174;1419
"ENSG00000188060|RAB42";175;121;112;113;94;136;114;146
"ENSG00000229388|TAF12-DT";7;25;0;11;0;43;0;12
"ENSG00000274978|RNU11";39;21;16;25;11;4;8;21
"ENSG00000270103";8;9;7;8;4;3;3;8
"ENSG00000162419|GMEB1";854;670;661;567;519;598;588;552
"ENSG00000252777";4;0;0;3;0;0;0;0
"ENSG00000116329|OPRD1";0;0;8;7;0;0;0;0
"ENSG00000233427";0;0;0;0;0;6;0;0
"ENSG00000198492|YTHDF2";2919;2546;2800;2409;2627;2889;2441;2975
"ENSG00000289291";9;7;22;25;15;4;6;19
"ENSG00000225750";0;0;0;0;6;0;0;0
"ENSG00000116350|SRSF4";3012;2761;2394;2391;2340;2477;1957;1983
"ENSG00000277916";1;1;1;1;1;1;1;1
"ENSG00000159023|EPB41";1268;1772;1271;1492;1987;2273;2005;2509
"ENSG00000225616";0;0;0;0;0;0;0;0
"ENSG00000206704|Y_RNA";0;0;0;0;0;0;0;0
"ENSG00000277958|Metazoa_SRP";2;0;0;0;0;0;0;0
"ENSG00000253304|TMEM200B";1246;1175;1369;778;924;1054;860;1216
"ENSG00000116353|MECR";596;629;473;530;496;554;424;607
"ENSG00000237934";0;0;0;0;0;0;0;0
"ENSG00000223382|LINC01778";4;9;0;8;0;14;7;9
"ENSG00000287510";0;0;0;0;0;0;0;0
"ENSG00000162511|LAPTM5";6;9;9;0;17;6;17;13
"ENSG00000264773|MIR4420";0;0;0;0;0;0;0;0
"ENSG00000162510|MATN1";0;13;0;11;0;0;5;0
"ENSG00000186056|MATN1-AS1";76;81;44;87;111;34;48;70
"ENSG00000060656|PTPRU";1210;1384;1034;1012;1361;1449;1150;1676
"ENSG00000162512|SDC3";4102;4667;4111;3931;3650;4213;3834;4430
"ENSG00000084628|NKAIN1";17;16;13;0;3;18;22;20
"ENSG00000060688|SNRNP40";2786;2230;2000;1676;1828;1878;1590;1998
"ENSG00000229447";6;6;4;7;3;7;4;0
"ENSG00000134644|PUM1";4996;4595;4584;4105;4658;5047;4191;5161
"ENSG00000237329";0;0;0;0;0;0;0;0
"ENSG00000232768";0;0;0;0;0;0;0;0
"ENSG00000121766|ZCCHC17";1448;1394;1346;1180;1313;1322;1080;1190
"ENSG00000229044";0;0;0;0;0;0;0;0
"ENSG00000121769|FABP3";522;692;518;422;472;575;511;602
"ENSG00000293391|LDC1P";0;0;0;0;0;0;0;0
"ENSG00000260386|LDC1P";0;0;0;0;0;0;0;0
"ENSG00000265961|Y_RNA";0;0;0;0;0;0;0;0
"ENSG00000284543|LINC01226";0;0;0;0;0;0;0;3
"ENSG00000229167";0;5;0;0;0;0;0;0
"ENSG00000142910|TINAGL1";15;7;13;24;38;26;16;26
"ENSG00000168528|SERINC2";7434;6704;5204;5422;4773;4337;4625;4926
"ENSG00000121753|ADGRB2";933;949;759;733;772;721;685;783
"ENSG00000266580|MIR4254";0;0;0;1;1;0;0;0
"ENSG00000254545";0;0;0;0;0;0;0;0
"ENSG00000134668|SPOCD1";2898;2738;2155;2120;1586;1273;1236;1305
"ENSG00000121764|HCRTR1";0;0;0;0;0;0;0;0
"ENSG00000162517|PEF1";2191;2230;1960;1967;1849;2127;2109;2243
"ENSG00000235790|PEF1-AS1";0;0;0;0;0;8;0;19
"ENSG00000264078";0;0;0;0;0;0;0;0
"ENSG00000084636|COL16A1";27545;38299;32369;26341;30868;32568;26569;33503
"ENSG00000203620";5;0;0;0;0;0;0;0
"ENSG00000184007|PTP4A2";15101;13125;11551;10244;10792;10548;9871;11153
"ENSG00000288678";1;1;1;1;1;1;1;1
"ENSG00000228634";0;0;0;0;0;0;0;0
"ENSG00000269967";33;14;24;5;27;13;0;0
"ENSG00000183615|FAM167B";60;67;50;52;30;16;23;61
"ENSG00000116478|HDAC1";3997;3872;3560;3116;3501;3542;2960;3698
"ENSG00000175130|MARCKSL1";405;438;292;298;449;590;478;561
"ENSG00000233775";0;0;0;0;0;0;0;0
"ENSG00000225828|FAM229A";109;98;73;19;161;128;64;138
"ENSG00000162526|TSSK3";17;6;5;50;18;13;10;3
"ENSG00000160058|BSDC1";4207;5025;4433;3743;4799;4911;4373;5192
"ENSG00000254553";0;4;0;0;0;2;0;0
"ENSG00000273274|ZBTB8B";0;0;0;0;0;0;0;0
"ENSG00000176261|ZBTB8OS";962;875;970;802;858;852;668;814
"ENSG00000200591|Y_RNA";0;0;0;0;0;0;0;0
"ENSG00000160062|ZBTB8A";1047;746;796;688;878;839;781;882
"ENSG00000121774|KHDRBS1";1888;1398;1148;1354;1176;1104;1096;1439
"ENSG00000203325";0;0;0;0;0;0;0;0
"ENSG00000121775|TMEM39B";251;224;178;211;196;184;186;257
"ENSG00000276493|Metazoa_SRP";0;0;0;0;0;0;0;0
"ENSG00000160050|CCDC28B";169;252;278;195;203;252;171;222
"ENSG00000222046|DCDC2B";0;0;0;0;0;0;0;0
"ENSG00000160055|TMEM234";801;727;691;580;736;556;525;647
"ENSG00000084623|EIF3I";8891;9250;8086;7163;7492;7914;6535;8341
"ENSG00000291132";371;620;493;323;532;476;463;600
"ENSG00000220785|MTMR9LP";0;0;0;0;0;0;0;0
"ENSG00000266203|MIR5585";1;0;0;0;0;0;0;0
"ENSG00000025800|KPNA6";9365;9042;8368;7437;7517;7545;7098;8089
"ENSG00000250135";2;2;1;1;1;6;0;1
"ENSG00000084652|TXLNA";9309;9404;8719;7909;8439;8836;7546;9456
"ENSG00000224066";36;22;30;33;23;13;18;47
"ENSG00000160051|IQCC";315;208;199;218;199;189;126;145
"ENSG00000290045";5;11;44;11;22;5;4;12
"ENSG00000162521|RBBP4";5229;4756;4197;4350;4687;4536;4268;5312
"ENSG00000162520|SYNC";3684;4215;3680;3003;2837;3341;2644;2998
"ENSG00000160097|FNDC5";39;50;59;36;77;103;37;95
"ENSG00000121905|HPCA";7;0;0;3;0;0;0;0
"ENSG00000121900|TMEM54";731;809;569;498;555;624;583;657
